import time: self [us] | cumulative | imported package
import time:       396 |        396 |               torch.utils.dlpack
import time:       278 |        278 |                             torch._dispatch
import time:       447 |        724 |                           torch._dispatch.python
import time:      1070 |       1070 |                                 torch._library.fake_profile
import time:       260 |        260 |                                   torch.utils._mode_utils
import time:      3571 |       3830 |                                 torch._subclasses.meta_utils
import time:       216 |        216 |                                 torch.utils._stats
import time:      1345 |       1345 |                                   torch.fx.experimental.sym_node
import time:      1850 |       3195 |                                 torch._subclasses._fake_tensor_utils
import time:       318 |        318 |                                   torch._custom_op
import time:      2433 |       2751 |                                 torch._subclasses.fake_impls
import time:      4458 |      15518 |                               torch._subclasses.fake_tensor
import time:       296 |        296 |                               torch._subclasses.fake_utils
import time:       272 |      16085 |                             torch._subclasses
import time:        11 |      16095 |                           torch._subclasses.meta_utils
import time:       494 |      17313 |                         torch.fx.passes.shape_prop
import time:        53 |         53 |                         pydot
import time:       559 |      17925 |                       torch.fx.passes.graph_drawer
import time:       555 |        555 |                       torch.fx.passes.graph_manipulation
import time:       575 |        575 |                               torch.fx.passes.utils.matcher_utils
import time:       345 |        919 |                             torch.fx.passes.utils.common
import time:       299 |       1217 |                           torch.fx.passes.utils
import time:       568 |        568 |                           torch.fx.passes.tools_common
import time:       546 |       2330 |                         torch.fx.passes.split_utils
import time:       903 |       3233 |                       torch.fx.passes.net_min_base
import time:       357 |        357 |                       torch.fx.passes.operator_support
import time:       216 |        216 |                       torch.fx.passes.param_fetch
import time:       356 |        356 |                       torch.fx.passes.regional_inductor
import time:       455 |        455 |                       torch.fx.passes.reinplace
import time:       184 |        184 |                         torch.fx._utils
import time:       864 |        864 |                           torch._subclasses.functional_tensor
import time:       252 |        252 |                           torch.utils._thunk
import time:       225 |        225 |                           torch.fx.experimental._backward_state
import time:      1500 |       2839 |                         torch.fx.experimental.proxy_tensor
import time:       404 |       3427 |                       torch.fx.passes.runtime_assert
import time:       493 |        493 |                       torch.fx.passes.split_module
import time:       779 |        779 |                       torch.fx.passes.splitter_base
import time:       381 |      28170 |                     torch.fx.passes
import time:       255 |        255 |                       torch.fx.passes.infra.pass_base
import time:       333 |        588 |                     torch.fx.passes.infra.pass_manager
import time:       365 |      29123 |                   torch.fx.passes.infra
import time:        10 |      29132 |                 torch.fx.passes.infra.pass_base
import time:       787 |        787 |                 torch.export.custom_ops
import time:       387 |        387 |                 torch.export._state_dict_utils
import time:       158 |        158 |                       torch.export._tree_utils
import time:      1823 |       1823 |                       torch.export.graph_signature
import time:       216 |        216 |                             torch._custom_op.autograd
import time:       578 |        793 |                           torch._custom_op.impl
import time:       215 |       1007 |                         torch._custom_ops
import time:       574 |        574 |                         torch._export.utils
import time:       696 |        696 |                                     torch._higher_order_ops.schema
import time:       702 |       1397 |                                   torch._higher_order_ops.utils
import time:      1156 |       2552 |                                 torch._higher_order_ops.auto_functionalize
import time:       401 |       2953 |                               torch._higher_order_ops.base_hop
import time:       559 |       3511 |                             torch._higher_order_ops._invoke_quant
import time:       377 |        377 |                             torch._higher_order_ops.aoti_call_delegate
import time:       340 |        340 |                             torch._higher_order_ops.associative_scan
import time:       326 |        326 |                             torch._higher_order_ops.cond
import time:       905 |        905 |                               torch._higher_order_ops.invoke_leaf_function
import time:       428 |        428 |                               torch._higher_order_ops.print
import time:       281 |        281 |                                   torch._functorch._aot_autograd
import time:       511 |        791 |                                 torch._functorch._aot_autograd.utils
import time:       225 |       1016 |                               torch._higher_order_ops.torchbind
import time:       414 |       2762 |                             torch._higher_order_ops.effects
import time:       388 |        388 |                             torch._higher_order_ops.executorch_call_delegate
import time:       590 |        590 |                             torch._higher_order_ops.flat_apply
import time:       335 |        335 |                                   torch.testing._internal
import time:       448 |        783 |                                 torch.testing._internal.logging_tensor
import time:       692 |       1474 |                               torch.utils.checkpoint
import time:       575 |       2049 |                             torch._higher_order_ops.flex_attention
import time:       257 |        257 |                             torch._higher_order_ops.foreach_map
import time:       213 |        213 |                             torch._higher_order_ops.hints_wrap
import time:       317 |        317 |                             torch._higher_order_ops.inline_asm_elementwise
import time:       432 |        432 |                                   torch.utils._debug_mode._utils
import time:       417 |        849 |                                 torch.utils._debug_mode._calls
import time:     37483 |      37483 |                                 torch.utils._debug_mode._mode
import time:       200 |      38530 |                               torch.utils._debug_mode
import time:       870 |      39400 |                             torch._higher_order_ops.invoke_subgraph
import time:       382 |        382 |                             torch._higher_order_ops.local_map
import time:       316 |        316 |                             torch._higher_order_ops.map
import time:       376 |        376 |                             torch._higher_order_ops.out_dtype
import time:       246 |        246 |                             torch._higher_order_ops.run_const_graph
import time:       240 |        240 |                               torch._higher_order_ops.partitioner
import time:       578 |        818 |                             torch._higher_order_ops.scan
import time:       275 |        275 |                             torch._higher_order_ops.strict_mode
import time:       361 |        361 |                             torch._higher_order_ops.while_loop
import time:       644 |        644 |                             torch._higher_order_ops.wrap
import time:       391 |      54331 |                           torch._higher_order_ops
import time:        12 |      54342 |                         torch._higher_order_ops.flat_apply
import time:       552 |      56474 |                       torch._export.wrappers
import time:       457 |        457 |                       torch._export.config
import time:      1864 |      60774 |                     torch._export
import time:        12 |      60786 |                   torch._export.utils
import time:       332 |      61117 |                 torch.export.decomp_utils
import time:       382 |        382 |                     torch._export.verifier
import time:       929 |       1311 |                   torch.export.exported_program
import time:      1505 |       2815 |                 torch.export.dynamic_shapes
import time:       361 |        361 |                   torch.export._remove_effect_tokens_pass
import time:      1125 |       1486 |                 torch.export.unflatten
import time:       457 |      96178 |               torch.export
import time:       201 |        201 |                 torch._functorch.batch_norm_replacement
import time:       409 |        409 |                   torch.fx.experimental.const_fold
import time:       657 |       1066 |                 torch._functorch.eager_transforms
import time:       195 |        195 |                 torch._functorch.einops
import time:       274 |        274 |                 torch._functorch.functional_call
import time:       259 |       1992 |               torch.func
import time:       338 |        338 |               torch.distributed._meta_registrations
import time:       223 |        223 |                         torch.utils._content_store
import time:       277 |        499 |                       torch._prims.debug_prims
import time:       522 |        522 |                       torch._prims.rng_prims
import time:       361 |        361 |                       torch._prims_common.wrappers
import time:     37705 |      39086 |                     torch._prims
import time:     11147 |      50232 |                   torch._decomp.decompositions
import time:       955 |        955 |                     torch.testing._internal.common_dtype
import time:       511 |        511 |                     torch._refs._conversions
import time:      1461 |       1461 |                     torch._refs.fft
import time:       837 |        837 |                     torch._refs.linalg
import time:       195 |        195 |                       torch._refs.nn
import time:      1756 |       1951 |                     torch._refs.nn.functional
import time:   2060183 |    2060183 |                     torch._refs.special
import time:     14986 |    2080880 |                   torch._refs
import time:       438 |    2131549 |                 torch._decomp
import time:     86545 |    2218093 |               torch._meta_registrations
import time:      1513 |       1513 |                 torch.compiler.config
import time:       479 |        479 |                   torch.utils._appending_byte_serializer
import time:      1162 |       1641 |                 torch.compiler._cache
import time:       816 |       3969 |               torch.compiler
import time:   1635590 |    1635590 |                   torch._native.common_utils
import time:      3556 |       3556 |                     torch._native.registry
import time:      1285 |       4840 |                   torch._native.dsl_registry
import time:       612 |    1641041 |                 torch._native.cutedsl_utils
import time:   1628919 |    1628919 |                       torch._native.triton_utils
import time:   1728809 |    3357727 |                     torch._native.ops.bmm_outer_product.triton_impl
import time:   1581209 |    4938936 |                   torch._native.ops.bmm_outer_product
import time:      1552 |       1552 |                     torch._native.ops.foreach_mm.impl
import time:   1487860 |    1489411 |                   torch._native.ops.foreach_mm
import time:      1466 |       1466 |                     torch._native.ops.norm.rmsnorm_impl
import time:   1817960 |    1819425 |                   torch._native.ops.norm
import time:   1866062 |    1866062 |                       torch._tensor_iterator
import time:   1627166 |    3493228 |                     torch._native.ops.scatter_add.cutedsl_impl
import time:   1703578 |    5196805 |                   torch._native.ops.scatter_add
import time:   1956908 |    1956908 |                       torch._native.ops.topk._common
import time:      1748 |    1958655 |                     torch._native.ops.topk.cutedsl_impl
import time:      1592 |    1960246 |                   torch._native.ops.topk
import time:   1418139 |   16822960 |                 torch._native.ops
import time:      8323 |   18472323 |               torch._native
import time:     23159 |   21362391 |             torch
import time:     63324 |      63324 |                   safetensors._safetensors_rust
import time:       618 |      63941 |                 safetensors
import time:      1111 |      65051 |               safetensors.torch
import time:   2093986 |    2093986 |                           torch.distributed._functional_collectives_impl
import time:      1420 |       1420 |                           torch.utils._cxx_pytree
import time:     21802 |    2117207 |                         torch.distributed._functional_collectives
import time:       990 |        990 |                           torch.distributed._local_tensor._c10d
import time:      2468 |       3457 |                         torch.distributed._local_tensor
import time:      1507 |       1507 |                                 mpmath.usertools
import time:       281 |        281 |                                             gmpy2
import time:       112 |        112 |                                             gmpy
import time:       982 |       1374 |                                           mpmath.libmp.backend
import time:      1089 |       1089 |                                           mpmath.libmp.libintmath
import time:      2910 |       5371 |                                         mpmath.libmp.libmpf
import time:      1164 |       1164 |                                           mpmath.libmp.libelefun
import time:      1070 |       2234 |                                         mpmath.libmp.libmpc
import time:      1898 |       1898 |                                           mpmath.libmp.gammazeta
import time:      1909 |       3806 |                                         mpmath.libmp.libhyper
import time:      1306 |       1306 |                                         mpmath.libmp.libmpi
import time:      2859 |      15574 |                                       mpmath.libmp
import time:       117 |      15690 |                                     mpmath.libmp.backend
import time:   1578488 |    1578488 |                                         mpmath.functions.functions
import time:   3319812 |    3319812 |                                         mpmath.functions.factorials
import time:      2072 |       2072 |                                         mpmath.functions.hypergeometric
import time:   1643821 |    1643821 |                                         mpmath.functions.expintegrals
import time:      1960 |       1960 |                                         mpmath.functions.bessel
import time:      1579 |       1579 |                                         mpmath.functions.orthogonal
import time:      1129 |       1129 |                                         mpmath.functions.theta
import time:      1684 |       1684 |                                         mpmath.functions.elliptic
import time:      1188 |       1188 |                                         mpmath.functions.signals
import time:   1620963 |    1620963 |                                         mpmath.functions.zeta
import time:      1055 |       1055 |                                         mpmath.functions.rszeta
import time:   2072589 |    2072589 |                                         mpmath.functions.zetazeros
import time:   1009019 |    1009019 |                                         mpmath.functions.qfunctions
import time:      3732 |   11259085 |                                       mpmath.functions
import time:        42 |   11259126 |                                     mpmath.functions.functions
import time:       429 |        429 |                                         mpmath.calculus.calculus
import time:       648 |        648 |                                         mpmath.calculus.approximation
import time:       713 |        713 |                                         mpmath.calculus.differentiation
import time:   2346616 |    2346616 |                                         mpmath.calculus.extrapolation
import time:       835 |        835 |                                         mpmath.calculus.polynomials
import time:      1059 |    2350297 |                                       mpmath.calculus
import time:      1452 |    2351749 |                                     mpmath.calculus.quadrature
import time:      2014 |       2014 |                                     mpmath.calculus.inverselaplace
import time:      2455 |       2455 |                                     mpmath.calculus.optimization
import time:      1640 |       1640 |                                     mpmath.calculus.odes
import time:      1410 |       1410 |                                         mpmath.matrices.eigen
import time:   1992073 |    1992073 |                                         mpmath.matrices.eigen_symmetric
import time:      1333 |    1994815 |                                       mpmath.matrices
import time:   1777415 |    3772229 |                                     mpmath.matrices.matrices
import time:       873 |        873 |                                     mpmath.matrices.calculus
import time:       767 |        767 |                                     mpmath.matrices.linalg
import time:       952 |        952 |                                     mpmath.identification
import time:       520 |        520 |                                       colorsys
import time:       566 |       1086 |                                     mpmath.visualization
import time:   1849495 |   19258071 |                                   mpmath.ctx_base
import time:   1894892 |    1894892 |                                   mpmath.math2
import time:      2152 |       2152 |                                   mpmath.function_docs
import time:      2961 |   21158075 |                                 mpmath.ctx_fp
import time:    980451 |     980451 |                                   mpmath.rational
import time:     10008 |      10008 |                                   mpmath.ctx_mp_python
import time:      4379 |     994838 |                                 mpmath.ctx_mp
import time:      2488 |       2488 |                                 mpmath.ctx_iv
import time:   1643493 |   23800399 |                               mpmath
import time:      1458 |       1458 |                               sympy.release
import time:   1684606 |    1684606 |                                             sympy.utilities.enumerative
import time:      2301 |       2301 |                                             sympy.utilities.misc
import time:      1495 |       1495 |                                               sympy.utilities.exceptions
import time:   1012167 |    1013661 |                                             sympy.utilities.decorator
import time:      4265 |    2704832 |                                           sympy.utilities.iterables
import time:   1397095 |    1397095 |                                               sympy.external.importtools
import time:   1850878 |    3247972 |                                             sympy.external
import time:   1871665 |    5119636 |                                           sympy.utilities.lambdify
import time:   1639695 |    1639695 |                                           sympy.utilities.timeutils
import time:      2529 |    9466691 |                                         sympy.utilities
import time:       399 |    9467090 |                                       sympy.utilities.iterables
import time:   1862086 |   11329176 |                                     sympy.core.random
import time:   1720452 |    1720452 |                                       sympy.core.cache
import time:      2581 |    1723033 |                                     sympy.core.parameters
import time:      1250 |       1250 |                                           sympy.core.logic
import time:      1852 |       3102 |                                         sympy.core.facts
import time:    936094 |     936094 |                                         sympy.core.assumptions_generated
import time:      1688 |     940884 |                                       sympy.core.assumptions
import time:   1352949 |    1352949 |                                       sympy.core.sorting
import time:   1569469 |    1569469 |                                                   sympy.multipledispatch.utils
import time:       579 |    1570047 |                                                 sympy.multipledispatch.conflict
import time:       987 |    1571034 |                                               sympy.multipledispatch.dispatcher
import time:       927 |    1571960 |                                             sympy.multipledispatch.core
import time:       749 |    1572708 |                                           sympy.multipledispatch
import time:       101 |    1572809 |                                         sympy.multipledispatch.dispatcher
import time:       917 |    1573725 |                                       sympy.core.kind
import time:      1176 |       1176 |                                       sympy.core._print_helpers
import time:       477 |        477 |                                         sympy.core.core
import time:      1063 |       1539 |                                       sympy.core.singleton
import time:       875 |        875 |                                       sympy.core.traversal
import time:     19290 |    3890434 |                                     sympy.core.basic
import time:   1725447 |   18668089 |                                   sympy.core.sympify
import time:      7913 |       7913 |                                             _decimal
import time:      1170 |       9082 |                                           decimal
import time:      3157 |       3157 |                                           fractions
import time:      1084 |      13322 |                                         sympy.external.pythonmpq
import time:      1783 |       1783 |                                         sympy.external.ntheory
import time:       309 |        309 |                                         flint
import time:       111 |        111 |                                         gmpy2
import time:      1438 |      16961 |                                       sympy.external.gmpy
import time:   1574228 |    1591189 |                                     sympy.core.evalf
import time:   1839862 |    1839862 |                                     sympy.core.decorators
import time:      1233 |       1233 |                                     sympy.core.intfunc
import time:   1780553 |    1780553 |                                       sympy.core.operations
import time:      2694 |       2694 |                                         sympy.core.containers
import time:      2631 |       2631 |                                             sympy.core.add
import time:      1161 |       1161 |                                             sympy.core.rules
import time:      4442 |       4442 |                                                   sympy.logic.boolalg
import time:   1490949 |    1490949 |                                                   sympy.logic.inference
import time:      1671 |    1497061 |                                                 sympy.logic
import time:       115 |    1497176 |                                               sympy.logic.boolalg
import time:      3081 |    1500256 |                                             sympy.core.symbol
import time:      4591 |    1508638 |                                           sympy.core.function
import time:      1405 |       1405 |                                             sympy.core.coreerrors
import time:      4426 |       5830 |                                           sympy.core.relational
import time:   1837760 |    3352228 |                                         sympy.core.power
import time:     10105 |    3365027 |                                       sympy.core.numbers
import time:      3261 |    5148839 |                                     sympy.core.mul
import time:   1651455 |    1651455 |                                       sympy.core.exprtools
import time:   1480842 |    3132297 |                                     sympy.core.mod
import time:   2425084 |   14138501 |                                   sympy.core.expr
import time:      1262 |       1262 |                                   sympy.core.multidimensional
import time:       965 |   32808815 |                                 sympy.core
import time:        72 |   32808887 |                               sympy.core.cache
import time:       692 |        692 |                                   sympy.utilities.source
import time:      1682 |       2373 |                                 sympy.assumptions.assume
import time:      1091 |       1091 |                                   sympy.assumptions.cnf
import time:   1499138 |    1499138 |                                   sympy.assumptions.ask_generated
import time:      1282 |    1501510 |                                 sympy.assumptions.ask
import time:   1425700 |    1425700 |                                 sympy.assumptions.refine
import time:   1417970 |    1417970 |                                   sympy.assumptions.relation.binrel
import time:      1535 |    1419505 |                                 sympy.assumptions.relation
import time:      1415 |    4350501 |                               sympy.assumptions
import time:      1390 |       1390 |                                     sympy.polys.polyerrors
import time:      3054 |       4443 |                                   sympy.polys.polyoptions
import time:       979 |        979 |                                         sympy.polys.domains.domainelement
import time:      1448 |       1448 |                                         sympy.polys.orderings
import time:      1758 |       1758 |                                           sympy.polys.domains.modularinteger
import time:   1335908 |    1337666 |                                         sympy.polys.polyutils
import time:   1508436 |    2848527 |                                       sympy.polys.domains.domain
import time:      2154 |       2154 |                                           sympy.polys.domains.ring
import time:      1870 |       4024 |                                         sympy.polys.domains.field
import time:       722 |        722 |                                         sympy.polys.domains.simpledomain
import time:   1632647 |    1632647 |                                           sympy.polys.polyconfig
import time:      1971 |    1634617 |                                         sympy.polys.galoistools
import time:       736 |        736 |                                           sympy.polys.domains.pythonrational
import time:      1653 |       2389 |                                         sympy.polys.domains.groundtypes
import time:   1494534 |    3136284 |                                       sympy.polys.domains.finitefield
import time:       518 |        518 |                                         sympy.polys.domains.characteristiczero
import time:       998 |       1516 |                                       sympy.polys.domains.integerring
import time:      1296 |       1296 |                                       sympy.polys.domains.rationalfield
import time:      2730 |       2730 |                                             sympy.polys.monomials
import time:      1731 |       4461 |                                           sympy.polys.densebasic
import time:      1586 |       1586 |                                           sympy.polys.densearith
import time:   1618920 |    1618920 |                                           sympy.polys.densetools
import time:      2370 |       2370 |                                           sympy.polys.euclidtools
import time:      1618 |       1618 |                                           sympy.polys.sqfreetools
import time:      1409 |       1409 |                                           sympy.polys.factortools
import time:   1590421 |    1590421 |                                           sympy.polys.rootisolation
import time:   2370028 |    5590810 |                                         sympy.polys.polyclasses
import time:      1238 |    5592047 |                                       sympy.polys.domains.algebraicfield
import time:      1913 |       1913 |                                       sympy.polys.domains.gaussiandomains
import time:      2443 |       2443 |                                       sympy.polys.domains.realfield
import time:      2323 |       2323 |                                       sympy.polys.domains.complexfield
import time:      1215 |       1215 |                                         sympy.polys.domains.compositedomain
import time:   1399515 |    1400729 |                                       sympy.polys.domains.polynomialring
import time:      1356 |       1356 |                                       sympy.polys.domains.fractionfield
import time:      1427 |       1427 |                                       sympy.polys.domains.expressiondomain
import time:       681 |        681 |                                       sympy.polys.domains.expressionrawdomain
import time:       708 |        708 |                                         sympy.polys.domains.pythonintegerring
import time:       405 |       1112 |                                       sympy.polys.domains.pythonfinitefield
import time:       441 |        441 |                                         sympy.polys.domains.gmpyintegerring
import time:       196 |        636 |                                       sympy.polys.domains.gmpyfinitefield
import time:       691 |        691 |                                       sympy.polys.domains.pythonrationalfield
import time:       977 |        977 |                                       sympy.polys.domains.gmpyrationalfield
import time:      1842 |   12995793 |                                     sympy.polys.domains
import time:      1115 |   12996907 |                                   sympy.polys.constructor
import time:       419 |        419 |                                   sympy.polys.fglmtools
import time:       719 |        719 |                                   sympy.polys.groebnertools
import time:       336 |        336 |                                   sympy.polys.rationaltools
import time:      5910 |   13008732 |                                 sympy.polys.polytools
import time:   1453296 |    1453296 |                                         sympy.ntheory.primetest
import time:   1492941 |    2946237 |                                       sympy.ntheory.generate
import time:   1433451 |    1433451 |                                         sympy.ntheory.digits
import time:      1375 |       1375 |                                         sympy.ntheory.ecm
import time:      3247 |    1438072 |                                       sympy.ntheory.factor_
import time:       922 |        922 |                                           sympy.ntheory.modular
import time:      1450 |       1450 |                                           sympy.utilities.memoization
import time:      2745 |       5116 |                                         sympy.ntheory.residue_ntheory
import time:      1513 |       6629 |                                       sympy.ntheory.partitions_
import time:   1723271 |    1723271 |                                       sympy.ntheory.multinomial
import time:      1169 |       1169 |                                       sympy.ntheory.continued_fraction
import time:       634 |        634 |                                       sympy.ntheory.egyptian_fraction
import time:       776 |        776 |                                       sympy.ntheory.qs
import time:      2661 |    6119445 |                                     sympy.ntheory
import time:      3468 |       3468 |                                       sympy.polys.compatibility
import time:       786 |        786 |                                       sympy.polys.heuristicgcd
import time:      1772 |       1772 |                                               sympy.printing.conventions
import time:   1623576 |    1623576 |                                               sympy.printing.precedence
import time:   1473932 |    1473932 |                                               sympy.printing.printer
import time:      6389 |       6389 |                                               sympy.printing.str
import time:      1152 |       1152 |                                                   sympy.core.alphabets
import time:      4591 |       5743 |                                                 sympy.printing.pretty.pretty_symbology
import time:      1877 |       7619 |                                               sympy.printing.pretty.stringpict
import time:   2044216 |    5157502 |                                             sympy.printing.pretty.pretty
import time:   1477076 |    6634578 |                                           sympy.printing.pretty
import time:   2248620 |    2248620 |                                           sympy.printing.latex
import time:     14000 |      14000 |                                           sympy.printing.mathml
import time:       996 |        996 |                                             sympy.printing.repr
import time:      1019 |       2014 |                                           sympy.printing.python
import time:       960 |        960 |                                                       sympy.functions.combinatorial
import time:      2324 |       3284 |                                                     sympy.functions.combinatorial.factorials
import time:      1292 |       1292 |                                                         sympy.functions.elementary
import time:      2760 |       2760 |                                                           sympy.functions.elementary.miscellaneous
import time:      1810 |       1810 |                                                           sympy.functions.elementary.piecewise
import time:      3680 |       8249 |                                                         sympy.functions.elementary.complexes
import time:      3049 |      12588 |                                                       sympy.functions.elementary.exponential
import time:   1510687 |    1510687 |                                                       sympy.polys.appellseqs
import time:   2042295 |    3565570 |                                                     sympy.functions.combinatorial.numbers
import time:      2055 |       2055 |                                                       sympy.functions.elementary.integers
import time:       878 |        878 |                                                       sympy.functions.elementary._trigonometric_special
import time:      4055 |       6988 |                                                     sympy.functions.elementary.trigonometric
import time:      2178 |       2178 |                                                     sympy.functions.elementary.hyperbolic
import time:       894 |        894 |                                                       sympy.functions.special
import time:      1760 |       1760 |                                                       sympy.functions.special.hyper
import time:      3221 |       5874 |                                                     sympy.functions.special.error_functions
import time:   1638101 |    1638101 |                                                       sympy.functions.special.zeta_functions
import time:      1847 |    1639948 |                                                     sympy.functions.special.gamma_functions
import time:      2193 |       2193 |                                                     sympy.functions.special.tensor_functions
import time:      2413 |       2413 |                                                           sympy.polys.polyquinticconst
import time:      2341 |       4754 |                                                         sympy.polys.polyroots
import time:   1664169 |    1668922 |                                                       sympy.functions.special.delta_functions
import time:      1181 |    1670103 |                                                     sympy.functions.special.singularity_functions
import time:      4847 |       4847 |                                                           sympy.sets.sets
import time:      4269 |       4269 |                                                           sympy.sets.fancysets
import time:      1113 |       1113 |                                                           sympy.sets.contains
import time:       671 |        671 |                                                           sympy.sets.conditionset
import time:   1457018 |    1457018 |                                                           sympy.sets.ordinals
import time:      2317 |       2317 |                                                           sympy.sets.powerset
import time:       855 |        855 |                                                             sympy.sets.handlers
import time:      4344 |       5199 |                                                           sympy.sets.handlers.comparison
import time:      2970 |    1478400 |                                                         sympy.sets
import time:        81 |    1478480 |                                                       sympy.sets.sets
import time:       989 |    1479468 |                                                     sympy.functions.special.bsplines
import time:      1044 |       1044 |                                                       sympy.polys.orthopolys
import time:      4609 |       5652 |                                                     sympy.functions.special.bessel
import time:      1974 |       1974 |                                                     sympy.functions.special.polynomials
import time:       966 |        966 |                                                     sympy.functions.special.spherical_harmonics
import time:   1579322 |    1579322 |                                                     sympy.functions.special.elliptic_integrals
import time:      4834 |       4834 |                                                     sympy.functions.special.beta_functions
import time:      3021 |       3021 |                                                     sympy.functions.special.mathieu_functions
import time:      1962 |    9973329 |                                                   sympy.functions
import time:        91 |    9973420 |                                                 sympy.functions.elementary
import time:        86 |    9973506 |                                               sympy.functions.elementary.complexes
import time:      1323 |    9974828 |                                             sympy.printing.codeprinter
import time:      1571 |    9976398 |                                           sympy.printing.pycode
import time:   1479288 |    1479288 |                                             sympy.assumptions.relation.equality
import time:      2265 |    1481553 |                                           sympy.printing.smtlib
import time:      1594 |       1594 |                                           sympy.printing.glsl
import time:       877 |        877 |                                           sympy.printing.rcode
import time:       894 |        894 |                                           sympy.printing.jscode
import time:      1027 |       1027 |                                           sympy.printing.julia
import time:      1014 |       1014 |                                           sympy.printing.mathematica
import time:       888 |        888 |                                           sympy.printing.octave
import time:       911 |        911 |                                             sympy.utilities.mathml
import time:       535 |       1446 |                                           sympy.printing.gtk
import time:       675 |        675 |                                           sympy.printing.preview
import time:       589 |        589 |                                           sympy.printing.tree
import time:       516 |        516 |                                           sympy.printing.tableform
import time:      1436 |       1436 |                                           sympy.printing.dot
import time:   1518472 |    1518472 |                                           sympy.printing.maple
import time:      2208 |   21888791 |                                         sympy.printing
import time:       634 |   21889425 |                                       sympy.printing.defaults
import time:       416 |        416 |                                       sympy.utilities.magic
import time:      3625 |   21897717 |                                     sympy.polys.rings
import time:   1491351 |   29508513 |                                   sympy.polys.specialpolys
import time:       582 |   29509094 |                                 sympy.polys.polyfuncs
import time:      1312 |       1312 |                                       sympy.polys.puiseux
import time:      1807 |       3118 |                                     sympy.polys.ring_series
import time:    983166 |     983166 |                                     sympy.polys.rootoftools
import time:      2383 |     988666 |                                   sympy.polys.numberfields.minpoly
import time:   1573339 |    1573339 |                                   sympy.polys.numberfields.subfield
import time:       629 |        629 |                                           sympy.polys.matrices.exceptions
import time:       604 |        604 |                                           sympy.polys.matrices.domainscalar
import time:       580 |        580 |                                               sympy.polys.matrices._typing
import time:      1593 |       2173 |                                             sympy.polys.matrices.dense
import time:       413 |        413 |                                             sympy.polys.matrices.lll
import time:      1118 |       1118 |                                             sympy.polys.matrices.sdm
import time:       333 |        333 |                                             sympy.polys.matrices.dfm
import time:   1822784 |    1826819 |                                           sympy.polys.matrices.ddm
import time:   1509080 |    1509080 |                                           sympy.polys.matrices.rref
import time:   2232359 |    5569489 |                                         sympy.polys.matrices.domainmatrix
import time:      1094 |    5570583 |                                       sympy.polys.matrices
import time:        88 |    5570670 |                                     sympy.polys.matrices.exceptions
import time:      1272 |       1272 |                                       sympy.printing.numpy
import time:      1062 |       2334 |                                     sympy.printing.lambdarepr
import time:      1289 |    5574292 |                                   sympy.polys.numberfields.utilities
import time:      1265 |       1265 |                                       sympy.polys.matrices.normalforms
import time:   1505076 |    1505076 |                                       sympy.polys.numberfields.exceptions
import time:   1489675 |    2996015 |                                     sympy.polys.numberfields.modules
import time:      1132 |    2997147 |                                   sympy.polys.numberfields.basis
import time:      1590 |       1590 |                                   sympy.polys.numberfields.primes
import time:      1573 |       1573 |                                     sympy.polys.numberfields.galois_resolvents
import time:   1518583 |    1520156 |                                   sympy.polys.numberfields.galoisgroups
import time:   1597514 |   14252699 |                                 sympy.polys.numberfields
import time:      1589 |       1589 |                                     sympy.matrices.exceptions
import time:      1053 |       1053 |                                     sympy.matrices.kind
import time:      1504 |       1504 |                                         sympy.matrices.utilities
import time:      1650 |       1650 |                                         sympy.matrices.determinant
import time:      1543 |       4696 |                                       sympy.matrices.decompositions
import time:      3394 |       3394 |                                             sympy.tensor.indexed
import time:       702 |        702 |                                             sympy.tensor.index_methods
import time:       760 |        760 |                                             sympy.tensor.functions
import time:      1592 |       1592 |                                                   sympy.tensor.array.ndim_array
import time:   1421424 |    1423015 |                                                 sympy.tensor.array.mutable_ndim_array
import time:      2867 |    1425882 |                                               sympy.tensor.array.dense_ndim_array
import time:      1289 |       1289 |                                               sympy.tensor.array.sparse_ndim_array
import time:       855 |        855 |                                               sympy.tensor.array.arrayop
import time:      1444 |       1444 |                                               sympy.tensor.array.array_comprehension
import time:   1457115 |    2886583 |                                             sympy.tensor.array
import time:      1597 |    2893035 |                                           sympy.tensor
import time:        81 |    2893116 |                                         sympy.tensor.array
import time:   1503847 |    1503847 |                                         sympy.matrices.reductions
import time:      1165 |       1165 |                                                       sympy.polys.agca.ideals
import time:      3871 |       5036 |                                                     sympy.polys.agca.modules
import time:   1704001 |    1709036 |                                                   sympy.polys.agca.homomorphisms
import time:      1162 |    1710198 |                                                 sympy.polys.agca
import time:       921 |    1711119 |                                               sympy.polys.agca.extensions
import time:      1623 |    1712741 |                                             sympy.polys.matrices.eigen
import time:      2648 |    1715389 |                                           sympy.matrices.eigen
import time:   1591978 |    3307367 |                                         sympy.matrices.solvers
import time:       989 |        989 |                                         sympy.matrices.inverse
import time:       624 |        624 |                                         sympy.matrices.subspaces
import time:       758 |        758 |                                         sympy.matrices.graph
import time:      5616 |    7712314 |                                       sympy.matrices.matrixbase
import time:      2631 |       2631 |                                       sympy.matrices.repmatrix
import time:      1855 |    7721495 |                                     sympy.matrices.dense
import time:      1192 |       1192 |                                     sympy.matrices.sparse
import time:   1472689 |    1472689 |                                     sympy.matrices.sparsetools
import time:      1349 |       1349 |                                                   sympy.strategies.util
